player,salary,adj_salary,year-start,year-end
Eric Bledsoe,"$14,000,000","$14,974,640",2016,2017
Manu Ginobili,"$14,000,000","$14,974,640",2016,2017
Ricky Rubio,"$13,400,000","$14,332,870",2016,2017
Rudy Gay,"$13,333,333","$14,261,562",2016,2017
Jamal Crawford,"$13,253,012","$14,175,649",2016,2017
Robin Lopez,"$13,219,250","$14,139,537",2016,2017
Michael Kidd-Gilchrist,"$13,000,000","$13,905,023",2016,2017
JR Smith,"$12,800,000","$13,691,100",2016,2017
Brandon Knight,"$12,606,250","$13,483,861",2016,2017
Jordan Clarkson,"$12,500,000","$13,370,215",2016,2017
Arron Afflalo,"$12,500,000","$13,370,215",2016,2017
Tyson Chandler,"$12,415,000","$13,279,297",2016,2017
Miles Plumlee,"$12,400,000","$13,263,253",2016,2017
Eric Gordon,"$12,385,665","$13,247,920",2016,2017
John Henson,"$12,267,606","$13,121,642",2016,2017
Marvin Williams,"$12,250,000","$13,102,810",2016,2017
Serge Ibaka,"$12,250,000","$13,102,810",2016,2017
Stephen Curry,"$12,112,359","$12,955,587",2016,2017
Nikola Pekovic,"$12,100,000","$12,942,368",2016,2017
Kenneth Faried,"$12,078,652","$12,919,534",2016,2017
Thaddeus Young,"$12,078,652","$12,919,534",2016,2017
Amir Johnson,"$12,000,000","$12,835,406",2016,2017
Kemba Walker,"$12,000,000","$12,835,406",2016,2017
Kyle Lowry,"$12,000,000","$12,835,406",2016,2017
Marcin Gortat,"$12,000,000","$12,835,406",2016,2017
Nikola Vucevic,"$11,750,000","$12,568,002",2016,2017
Solomon Hill,"$11,709,603","$12,524,792",2016,2017
Jeremy Lin,"$11,483,254","$12,282,686",2016,2017
Andrew Bogut,"$11,410,378","$12,204,735",2016,2017
Courtney Lee,"$11,242,000","$12,024,636",2016,2017
Wilson Chandler,"$11,233,146","$12,015,166",2016,2017
Andre Iguodala,"$11,131,368","$11,906,302",2016,2017
Derrick Favors,"$11,050,000","$11,819,270",2016,2017
Austin Rivers,"$11,000,000","$11,765,789",2016,2017
Jrue Holiday,"$11,000,000","$11,765,789",2016,2017
Joe Johnson,"$11,000,000","$11,765,789",2016,2017
Jon Leuer,"$10,991,957","$11,757,186",2016,2017
Anderson Varejao,"$10,851,659","$11,607,121",2016,2017
Monta Ellis,"$10,763,500","$11,512,824",2016,2017
Mirza Teletovic,"$10,500,000","$11,230,980",2016,2017
Jared Dudley,"$10,470,000","$11,198,892",2016,2017
Al Jefferson,"$10,230,179","$10,942,375",2016,2017
Tyreke Evans,"$10,203,755","$10,914,111",2016,2017
Zach Randolph,"$10,000,000","$10,696,172",2016,2017
Terrence Ross,"$10,000,000","$10,696,172",2016,2017
Danny Green,"$10,000,000","$10,696,172",2016,2017
Alec Burks,"$9,904,495","$10,594,018",2016,2017
Omer Asik,"$9,904,494","$10,594,017",2016,2017
Iman Shumpert,"$9,662,922","$10,335,627",2016,2017
Matthew Dellavedova,"$9,607,500","$10,276,347",2016,2017
Jerryd Bayless,"$9,424,084","$10,080,162",2016,2017
Trevor Booker,"$9,250,000","$9,893,959",2016,2017
Meyers Leonard,"$9,213,484","$9,854,901",2016,2017
Gerald Henderson,"$9,000,000","$9,626,554",2016,2017
Moe Harkless,"$8,988,764","$9,614,536",2016,2017
Taj Gibson,"$8,950,000","$9,573,074",2016,2017
E'Twaun Moore,"$8,801,363","$9,414,089",2016,2017
Kris Humphries,"$8,630,000","$9,230,795",2016,2017
Ersan Ilyasova,"$8,400,000","$8,984,784",2016,2017
Dwight Powell,"$8,375,000","$8,958,044",2016,2017
Avery Bradley,"$8,269,663","$8,845,373",2016,2017
Tiago Splitter,"$8,250,000","$8,824,341",2016,2017
Darrell Arthur,"$8,070,175","$8,631,998",2016,2017
Kosta Koufos,"$8,046,500","$8,606,674",2016,2017
Tyler Zeller,"$8,000,000","$8,556,937",2016,2017
Jeff Teague,"$8,000,000","$8,556,937",2016,2017
Kevin Garnett,"$8,000,000","$8,556,937",2016,2017
Garrett Temple,"$8,000,000","$8,556,937",2016,2017
Anthony Tolliver,"$8,000,000","$8,556,937",2016,2017
George Hill,"$8,000,000","$8,556,937",2016,2017
Channing Frye,"$7,806,971","$8,350,470",2016,2017
Trevor Ariza,"$7,800,000","$8,343,014",2016,2017
Jose Calderon,"$7,708,427","$8,245,065",2016,2017
Al-Farouq Aminu,"$7,680,965","$8,215,692",2016,2017
Cole Aldrich,"$7,643,979","$8,176,131",2016,2017
Corey Brewer,"$7,612,172","$8,142,110",2016,2017
Festus Ezeli,"$7,400,000","$7,915,167",2016,2017
Markieff Morris,"$7,400,000","$7,915,167",2016,2017
JJ Redick,"$7,377,500","$7,891,100",2016,2017
Cory Joseph,"$7,315,000","$7,824,249",2016,2017
DJ Augustin,"$7,250,000","$7,754,724",2016,2017
Jeremy Lamb,"$7,000,000","$7,487,320",2016,2017
Louis Williams,"$7,000,000","$7,487,320",2016,2017
Rodney Stuckey,"$7,000,000","$7,487,320",2016,2017
Boris Diaw,"$7,000,000","$7,487,320",2016,2017
Sergio Rodriguez,"$6,800,000","$7,273,397",2016,2017
Carl Landry,"$6,750,000","$7,219,916",2016,2017
Ed Davis,"$6,666,667","$7,130,781",2016,2017
Isaiah Thomas,"$6,587,131","$7,045,708",2016,2017
Victor Oladipo,"$6,552,960","$7,009,158",2016,2017
Jodie Meeks,"$6,540,000","$6,995,296",2016,2017
Matt Barnes,"$6,508,351","$6,961,443",2016,2017
Aron Baynes,"$6,500,000","$6,952,511",2016,2017
Marco Belinelli,"$6,333,333","$6,774,241",2016,2017
Jae Crowder,"$6,286,408","$6,724,050",2016,2017
Tarik Black,"$6,191,000","$6,622,000",2016,2017
Lance Thomas,"$6,191,000","$6,622,000",2016,2017
Andrew Nicholson,"$6,088,993","$6,512,891",2016,2017
Patrick Patterson,"$6,050,000","$6,471,184",2016,2017
Andrew Wiggins,"$6,006,600","$6,424,762",2016,2017
Ramon Sessions,"$6,000,000","$6,417,703",2016,2017
Ishmael Smith,"$6,000,000","$6,417,703",2016,2017
Patrick Beverley,"$6,000,000","$6,417,703",2016,2017
Wayne Ellington,"$6,000,000","$6,417,703",2016,2017
Alex Abrines,"$5,994,764","$6,412,102",2016,2017
Karl-Anthony Towns,"$5,960,160","$6,375,089",2016,2017
Ben Simmons,"$5,903,160","$6,314,121",2016,2017
Otto Porter,"$5,893,981","$6,304,303",2016,2017
Nikola Mirotic,"$5,782,450","$6,185,008",2016,2017
Shaun Livingston,"$5,782,450","$6,185,008",2016,2017
Josh McRoberts,"$5,782,450","$6,185,008",2016,2017
Spencer Hawes,"$5,782,450","$6,185,008",2016,2017
Brandan Wright,"$5,709,880","$6,107,385",2016,2017
Tim Duncan,"$5,643,750","$6,036,652",2016,2017
Boban Marjanovic,"$5,628,000","$6,019,805",2016,2017
Wesley Johnson,"$5,628,000","$6,019,805",2016,2017
Tyler Johnson,"$5,628,000","$6,019,805",2016,2017
Jared Sullinger,"$5,628,000","$6,019,805",2016,2017
Brandon Jennings,"$5,587,318","$5,976,290",2016,2017
Nick Young,"$5,443,918","$5,822,908",2016,2017
Jabari Parker,"$5,374,320","$5,748,465",2016,2017
Lance Stephenson,"$5,371,672","$5,745,631",2016,2017
D'Angelo Russell,"$5,332,800","$5,704,054",2016,2017
Josh Smith,"$5,331,729","$5,702,909",2016,2017
Cody Zeller,"$5,318,313","$5,688,559",2016,2017
PJ Tucker,"$5,300,000","$5,668,971",2016,2017
Brandon Ingram,"$5,281,680","$5,649,375",2016,2017
Kyle Korver,"$5,239,437","$5,604,191",2016,2017
Darren Collison,"$5,229,454","$5,593,513",2016,2017
Larry Sanders,"$5,207,722","$5,570,269",2016,2017
Langston Galloway,"$5,200,000","$5,562,009",2016,2017
Derrick Williams,"$5,020,145","$5,369,632",2016,2017
Jonas Jerebko,"$5,000,000","$5,348,086",2016,2017
Luis Scola,"$5,000,000","$5,348,086",2016,2017
Roy Hibbert,"$5,000,000","$5,348,086",2016,2017
Tony Allen,"$5,000,000","$5,348,086",2016,2017
CJ Watson,"$5,000,000","$5,348,086",2016,2017
Jason Smith,"$5,000,000","$5,348,086",2016,2017
Alexis Ajinca,"$4,863,206","$5,201,768",2016,2017
Mike Dunleavy,"$4,837,500","$5,174,273",2016,2017
Kyle Singler,"$4,837,500","$5,174,273",2016,2017
Joel Embiid,"$4,826,160","$5,162,143",2016,2017
Alex Len,"$4,823,621","$5,159,428",2016,2017
Jahlil Okafor,"$4,788,840","$5,122,225",2016,2017
Jaylen Brown,"$4,743,000","$5,073,194",2016,2017
Marcus Morris,"$4,625,000","$4,946,979",2016,2017
CJ Miles,"$4,583,450","$4,902,536",2016,2017
Jameer Nelson,"$4,540,525","$4,856,623",2016,2017
Nerlens Noel,"$4,384,490","$4,689,725",2016,2017
Aaron Gordon,"$4,351,320","$4,654,246",2016,2017
Greivis Vasquez,"$4,347,826","$4,650,509",2016,2017
Kristaps Porzingis,"$4,317,720","$4,618,307",2016,2017
Dragan Bender,"$4,276,320","$4,574,025",2016,2017
Vince Carter,"$4,264,057","$4,560,908",2016,2017
Devin Harris,"$4,227,996","$4,522,337",2016,2017
Jose Juan Barea,"$4,096,950","$4,382,168",2016,2017
Ben McLemore,"$4,008,882","$4,287,969",2016,2017
Thabo Sefolosha,"$4,000,000","$4,278,468",2016,2017
James Johnson,"$4,000,000","$4,278,468",2016,2017
Udonis Haslem,"$4,000,000","$4,278,468",2016,2017
Jordan Hill,"$4,000,000","$4,278,468",2016,2017
Leandro Barbosa,"$4,000,000","$4,278,468",2016,2017
Dante Exum,"$3,940,320","$4,214,634",2016,2017
Kyle O'Quinn,"$3,918,750","$4,191,562",2016,2017
Mario Hezonja,"$3,909,840","$4,182,032",2016,2017
Kris Dunn,"$3,872,520","$4,142,114",2016,2017
Nemanja Bjelica,"$3,800,000","$4,064,545",2016,2017
Nick Collison,"$3,750,000","$4,011,064",2016,2017
Kentavious Caldwell-Pope,"$3,678,319","$3,934,393",2016,2017
Quincy Pondexter,"$3,617,978","$3,869,851",2016,2017
Marcus Smart,"$3,578,880","$3,828,031",2016,2017
Bojan Bogdanovic,"$3,573,020","$3,821,763",2016,2017
Willie Cauley-Stein,"$3,551,160","$3,798,381",2016,2017
Will Barton,"$3,533,333","$3,779,313",2016,2017
Paul Pierce,"$3,527,920","$3,773,523",2016,2017
Buddy Hield,"$3,517,200","$3,762,057",2016,2017
Mike Miller,"$3,500,000","$3,743,660",2016,2017
Lavoy Allen,"$3,500,000","$3,743,660",2016,2017
Brandon Rush,"$3,500,000","$3,743,660",2016,2017
Anthony Morrow,"$3,488,000","$3,730,824",2016,2017
Trey Burke,"$3,386,597","$3,622,362",2016,2017
Kevin Martin,"$3,336,000","$3,568,243",2016,2017
KJ McDaniels,"$3,333,333","$3,565,390",2016,2017
Mike Scott,"$3,333,333","$3,565,390",2016,2017
Troy Daniels,"$3,332,940","$3,564,969",2016,2017
Julius Randle,"$3,267,120","$3,494,567",2016,2017
Ronnie Price,"$3,251,227","$3,477,568",2016,2017
Emmanuel Mudiay,"$3,241,800","$3,467,485",2016,2017
CJ McCollum,"$3,219,579","$3,443,717",2016,2017
Jamal Murray,"$3,210,840","$3,434,369",2016,2017
Patrick Mills,"$3,200,000","$3,422,775",2016,2017
Michael Carter-Williams,"$3,183,526","$3,405,154",2016,2017
Omri Casspi,"$3,149,524","$3,368,784",2016,2017
Steven Adams,"$3,140,517","$3,359,151",2016,2017
Kelly Olynyk,"$3,094,013","$3,309,409",2016,2017
Shabazz Muhammad,"$3,046,299","$3,258,373",2016,2017
Justin Hamilton,"$3,000,000","$3,208,851",2016,2017
Dante Cunningham,"$3,000,000","$3,208,851",2016,2017
Giannis Antetokounmpo,"$2,995,420","$3,203,952",2016,2017
Nik Stauskas,"$2,993,040","$3,201,407",2016,2017
Stanley Johnson,"$2,969,880","$3,176,634",2016,2017
Quincy Acy,"$2,965,505","$3,171,954",2016,2017
Marquese Chriss,"$2,941,440","$3,146,214",2016,2017
Seth Curry,"$2,898,000","$3,099,750",2016,2017
Zaza Pachulia,"$2,898,000","$3,099,750",2016,2017
Nenê,"$2,898,000","$3,099,750",2016,2017
James Ennis,"$2,898,000","$3,099,750",2016,2017
Dion Waiters,"$2,898,000","$3,099,750",2016,2017
Mindaugas Kuzminskas,"$2,898,000","$3,099,750",2016,2017
Dewayne Dedmon,"$2,898,000","$3,099,750",2016,2017
Tomas Satoransky,"$2,870,813","$3,070,670",2016,2017
Tibor Pleiss,"$2,800,000","$2,994,928",2016,2017
Noah Vonleh,"$2,751,360","$2,942,901",2016,2017
Frank Kaminsky,"$2,730,000","$2,920,054",2016,2017
Dennis Schroeder,"$2,708,582","$2,897,145",2016,2017
Jakob Poeltl,"$2,703,960","$2,892,202",2016,2017
Aaron Brooks,"$2,700,000","$2,887,966",2016,2017
Elfrid Payton,"$2,613,600","$2,795,551",2016,2017
Justise Winslow,"$2,593,440","$2,773,988",2016,2017
Thon Maker,"$2,568,600","$2,747,418",2016,2017
Malcolm Delaney,"$2,500,000","$2,674,043",2016,2017
Randy Foye,"$2,500,000","$2,674,043",2016,2017
Richard Jefferson,"$2,500,000","$2,674,043",2016,2017
Martell Webster,"$2,500,000","$2,674,043",2016,2017
Doug McDermott,"$2,483,040","$2,655,902",2016,2017
Domantas Sabonis,"$2,440,200","$2,610,079",2016,2017
Shelvin Mack,"$2,433,334","$2,602,735",2016,2017
Myles Turner,"$2,380,440","$2,546,159",2016,2017
Tony Snell,"$2,368,327","$2,533,203",2016,2017
Archie Goodwin,"$2,350,999","$2,514,668",2016,2017
Gorgui Dieng,"$2,348,782","$2,512,297",2016,2017
Trey Lyles,"$2,340,600","$2,503,546",2016,2017
Mason Plumlee,"$2,328,530","$2,490,635",2016,2017
Taurean Prince,"$2,318,280","$2,479,672",2016,2017
Dario Saric,"$2,318,280","$2,479,672",2016,2017
Tim Hardaway Jr,"$2,281,605","$2,440,443",2016,2017
Reggie Bullock,"$2,255,644","$2,412,675",2016,2017
Alonzo Gee,"$2,255,408","$2,412,422",2016,2017
Zach LaVine,"$2,240,880","$2,396,883",2016,2017
Devin Booker,"$2,223,600","$2,378,400",2016,2017
Luc Mbah a Moute,"$2,203,000","$2,356,366",2016,2017
Georgios Papagiannis,"$2,202,240","$2,355,553",2016,2017
Maurice Williams,"$2,194,500","$2,347,274",2016,2017
Andre Roberson,"$2,183,072","$2,335,051",2016,2017
TJ Warren,"$2,128,920","$2,277,129",2016,2017
Rudy Gobert,"$2,121,287","$2,268,965",2016,2017
Cameron Payne,"$2,112,480","$2,259,544",2016,2017
Joe Ingles,"$2,100,000","$2,246,196",2016,2017
Denzel Valentine,"$2,092,200","$2,237,853",2016,2017
Tim Frazier,"$2,090,000","$2,235,499",2016,2017
Adreian Payne,"$2,022,240","$2,163,022",2016,2017
Kelly Oubre,"$2,006,640","$2,146,336",2016,2017
Juan Hernangomez,"$1,987,440","$2,125,800",2016,2017
Jusuf Nurkic,"$1,921,320","$2,055,076",2016,2017
Lucas Nogueira,"$1,921,320","$2,055,076",2016,2017
Terry Rozier,"$1,906,440","$2,039,161",2016,2017
James Young,"$1,825,200","$1,952,265",2016,2017
Rashad Vaughn,"$1,811,040","$1,937,119",2016,2017
Kevin Seraphin,"$1,800,000","$1,925,310",2016,2017
Wade Baldwin,"$1,793,760","$1,918,636",2016,2017
Tyler Ennis,"$1,733,880","$1,854,587",2016,2017
Sam Dekker,"$1,720,560","$1,840,340",2016,2017
Joffrey Lauvergne,"$1,709,719","$1,828,744",2016,2017
Henry Ellenson,"$1,704,120","$1,822,756",2016,2017
Gary Harris,"$1,655,880","$1,771,157",2016,2017
Jerian Grant,"$1,643,040","$1,757,423",2016,2017
Malik Beasley,"$1,627,320","$1,740,609",2016,2017
RJ Hunter,"$1,625,240","$1,738,384",2016,2017
Bruno Caboclo,"$1,589,640","$1,700,306",2016,2017
Delon Wright,"$1,577,280","$1,687,085",2016,2017
Jarrett Jack,"$1,571,705","$1,681,121",2016,2017
Caris LeVert,"$1,562,280","$1,671,041",2016,2017
Chris Andersen,"$1,551,659","$1,659,681",2016,2017
James Jones,"$1,551,659","$1,659,681",2016,2017
David West,"$1,551,659","$1,659,681",2016,2017
Raymond Felton,"$1,551,659","$1,659,681",2016,2017
Brandon Bass,"$1,551,659","$1,659,681",2016,2017
Metta World Peace,"$1,551,659","$1,659,681",2016,2017
Jason Terry,"$1,551,659","$1,659,681",2016,2017
Steve Novak,"$1,551,659","$1,659,681",2016,2017
Caron Butler,"$1,551,659","$1,659,681",2016,2017
David Lee,"$1,551,659","$1,659,681",2016,2017
Mitch McGary,"$1,526,040","$1,632,278",2016,2017
Justin Anderson,"$1,514,160","$1,619,571",2016,2017
Marcelo Huertas,"$1,500,000","$1,604,425",2016,2017
DeAndre Bembry,"$1,499,760","$1,604,169",2016,2017
Jordan Adams,"$1,465,080","$1,567,074",2016,2017
Demetrius Jackson,"$1,450,000","$1,550,944",2016,2017
Malachi Richardson,"$1,439,880","$1,540,120",2016,2017
Gerald Green,"$1,410,598","$1,508,799",2016,2017
Sasha Vujacic,"$1,410,598","$1,508,799",2016,2017
Rodney Hood,"$1,406,520","$1,504,437",2016,2017
Bobby Portis,"$1,404,600","$1,502,384",2016,2017
JaVale McGee,"$1,403,611","$1,501,326",2016,2017
Marreese Speights,"$1,403,611","$1,501,326",2016,2017
Michael Beasley,"$1,403,611","$1,501,326",2016,2017
Rondae Hollis-Jefferson,"$1,395,600","$1,492,757",2016,2017
Willy Hernangomez,"$1,375,000","$1,470,723",2016,2017
Deyonta Davis,"$1,369,229","$1,464,550",2016,2017
Nikola Jokic,"$1,358,500","$1,453,074",2016,2017
Shabazz Napier,"$1,350,120","$1,444,111",2016,2017
Tyus Jones,"$1,339,680","$1,432,944",2016,2017
Sasha Kaun,"$1,333,420","$1,426,248",2016,2017
Timothe Luwawu,"$1,326,960","$1,419,339",2016,2017
Alan Anderson,"$1,315,448","$1,407,025",2016,2017
Ty Lawson,"$1,315,448","$1,407,025",2016,2017
Marcus Thornton,"$1,315,448","$1,407,025",2016,2017
Clint Capela,"$1,296,240","$1,386,480",2016,2017
Jarell Martin,"$1,286,160","$1,375,698",2016,2017
Brice Johnson,"$1,273,920","$1,362,606",2016,2017
Jeremy Evans,"$1,227,286","$1,312,726",2016,2017
Luke Babbitt,"$1,227,286","$1,312,726",2016,2017
Jordan Mickey,"$1,223,653","$1,308,840",2016,2017
CJ Wilcox,"$1,209,600","$1,293,808",2016,2017
Larry Nance Jr,"$1,207,680","$1,291,755",2016,2017
Terrence Jones,"$1,207,194","$1,291,234",2016,2017
Pascal Siakam,"$1,196,040","$1,279,304",2016,2017
Kyle Anderson,"$1,192,080","$1,275,069",2016,2017
Josh Huestis,"$1,191,480","$1,274,427",2016,2017
Chris McCullough,"$1,191,480","$1,274,427",2016,2017
Skal Labissiere,"$1,188,840","$1,271,603",2016,2017
Livio Jean-Charles,"$1,188,840","$1,271,603",2016,2017
Kevon Looney,"$1,182,840","$1,265,186",2016,2017
Dejounte Murray,"$1,180,080","$1,262,233",2016,2017
Damian Jones,"$1,171,560","$1,253,120",2016,2017
Hollis Thompson,"$1,131,040","$1,209,778",2016,2017
Isaiah Whitehead,"$1,074,145","$1,148,923",2016,2017
Joseph Young,"$1,052,342","$1,125,603",2016,2017
Rakeem Christmas,"$1,052,342","$1,125,603",2016,2017
Brian Roberts,"$1,050,961","$1,124,125",2016,2017
Pablo Prigioni,"$1,050,961","$1,124,125",2016,2017
Thomas Robinson,"$1,050,961","$1,124,125",2016,2017
John Jenkins,"$1,050,961","$1,124,125",2016,2017
Glenn Robinson III,"$1,050,500","$1,123,632",2016,2017
Montrezl Harrell,"$1,045,000","$1,117,749",2016,2017
Ivica Zubac,"$1,034,865","$1,106,909",2016,2017
Richaun Holmes,"$1,024,000","$1,095,288",2016,2017
Anthony Brown,"$1,023,838","$1,095,113",2016,2017
Mike Muscala,"$1,015,696","$1,086,405",2016,2017
Anthony Bennett,"$1,015,696","$1,086,405",2016,2017
Isaiah Canaan,"$1,015,696","$1,086,405",2016,2017
Ian Clark,"$1,015,696","$1,086,405",2016,2017
Justin Holiday,"$1,015,696","$1,086,405",2016,2017
Robert Covington,"$1,015,696","$1,086,405",2016,2017
Jeff Withey,"$1,015,696","$1,086,405",2016,2017
DeAndre Liggins,"$1,015,695","$1,086,404",2016,2017
Walter Tavares,"$1,006,000","$1,076,034",2016,2017
Joe Harris,"$980,431","$1,048,685",2016,2017
Sean Kilpatrick,"$980,431","$1,048,685",2016,2017
Nick Johnson,"$980,431","$1,048,685",2016,2017
Beno Udrih,"$980,431","$1,048,685",2016,2017
James Michael McAdoo,"$980,431","$1,048,685",2016,2017
JaMychal Green,"$980,431","$1,048,685",2016,2017
Louis Amundson,"$980,431","$1,048,685",2016,2017
Jerami Grant,"$980,431","$1,048,685",2016,2017
Damjan Rudez,"$980,431","$1,048,685",2016,2017
Elton Brand,"$980,000","$1,048,224",2016,2017
Axel Toupane,"$977,534","$1,045,585",2016,2017
Stephen Zimmerman,"$950,000","$1,016,136",2016,2017
Andrew Harrison,"$945,000","$1,010,788",2016,2017
Bobby Brown,"$940,070","$1,005,515",2016,2017
Tyler Ulis,"$918,369","$982,303",2016,2017
Jason Thompson,"$893,333","$955,524",2016,2017
Raul Neto,"$877,800","$938,909",2016,2017
Malcolm Brogdon,"$875,000","$935,915",2016,2017
Christian Wood,"$874,636","$935,525",2016,2017
Cristiano Felicio,"$874,636","$935,525",2016,2017
Jordan McRae,"$874,636","$935,525",2016,2017
Salah Mejri,"$874,636","$935,525",2016,2017
Darrun Hilliard,"$874,636","$935,525",2016,2017
Josh Richardson,"$874,636","$935,525",2016,2017
TJ McConnell,"$874,636","$935,525",2016,2017
Alan Williams,"$874,636","$935,525",2016,2017
Pat Connaughton,"$874,636","$935,525",2016,2017
Jonathon Simmons,"$874,636","$935,525",2016,2017
Norman Powell,"$874,636","$935,525",2016,2017
Paul Zipser,"$750,000","$802,212",2016,2017
Spencer Dinwiddie,"$726,672","$777,260",2016,2017
Ryan Kelly,"$713,305","$762,963",2016,2017
Jonathan Gibson,"$671,346","$718,083",2016,2017
Joel Anthony,"$663,810","$710,022",2016,2017
Troy Williams,"$652,165","$697,565",2016,2017
AJ Hammons,"$650,000","$695,251",2016,2017
Michael Gbinije,"$650,000","$695,251",2016,2017
Georges Niang,"$650,000","$695,251",2016,2017
Briante Weber,"$623,447","$666,848",2016,2017
Donatas Motiejunas,"$607,491","$649,782",2016,2017
Jake Layman,"$600,000","$641,770",2016,2017
Joel Bolomboy,"$600,000","$641,770",2016,2017
John Lucas,"$580,344","$620,745",2016,2017
Gary Payton II,"$578,636","$618,918",2016,2017
Toney Douglas,"$564,868","$604,192",2016,2017
Treveon Graham,"$543,471","$581,305",2016,2017
Kay Felder,"$543,471","$581,305",2016,2017
Nicolas Brussino,"$543,471","$581,305",2016,2017
Dorian Finney-Smith,"$543,471","$581,305",2016,2017
Patrick McCaw,"$543,471","$581,305",2016,2017
Kyle Wiltjer,"$543,471","$581,305",2016,2017
Chinanu Onuaku,"$543,471","$581,305",2016,2017
Diamond Stone,"$543,471","$581,305",2016,2017
Rodney McGruder,"$543,471","$581,305",2016,2017
Cheick Diallo,"$543,471","$581,305",2016,2017
Ron Baker,"$543,471","$581,305",2016,2017
Marshall Plumlee,"$543,471","$581,305",2016,2017
Maurice Ndour,"$543,471","$581,305",2016,2017
Semaj Christon,"$543,471","$581,305",2016,2017
Derrick Jones,"$543,471","$581,305",2016,2017
Tim Quarterman,"$543,471","$581,305",2016,2017
Davis Bertans,"$543,471","$581,305",2016,2017
Bryn Forbes,"$543,471","$581,305",2016,2017
Fred VanVleet,"$543,471","$581,305",2016,2017
Daniel Ochefu,"$543,471","$581,305",2016,2017
Sheldon Mac,"$543,471","$581,305",2016,2017
Danuel House,"$543,471","$581,305",2016,2017
Chasson Randle,"$541,170","$578,843",2016,2017
Arinze Onuaku,"$426,775","$456,485",2016,2017
Yogi Ferrell,"$409,300","$437,793",2016,2017
Johnny O'Bryant,"$392,169","$419,469",2016,2017
Aaron Harrison,"$365,289","$390,719",2016,2017
Okaro White,"$310,995","$332,645",2016,2017
Isaiah Taylor,"$305,000","$326,233",2016,2017
Norris Cole,"$288,131","$308,189",2016,2017
Ben Bentil,"$281,968","$301,597",2016,2017
Jarell Eddie,"$277,898","$297,244",2016,2017
Elliot Williams,"$250,000","$267,404",2016,2017
Yi Jianlian,"$250,000","$267,404",2016,2017
Lamar Patterson,"$242,963","$259,877",2016,2017
Jordan Crawford,"$234,920","$251,274",2016,2017
Nicolas Laprovittola,"$204,601","$218,844",2016,2017
Reggie Williams,"$193,307","$206,764",2016,2017
Pierre Jackson,"$191,810","$205,162",2016,2017
Brandon Paul,"$155,000","$165,790",2016,2017
Shawn Long,"$154,512","$165,268",2016,2017
Robbie Hummel,"$150,000","$160,442",2016,2017
Jarnell Stokes,"$150,000","$160,442",2016,2017
Mike Tobey,"$138,937","$148,609",2016,2017
Patricio Garino,"$131,968","$141,154",2016,2017
Jarrod Uthoff,"$129,920","$138,963",2016,2017
Marcus Paige,"$125,000","$133,702",2016,2017
Ray McCallum,"$119,493","$127,811",2016,2017
Manny Harris,"$119,493","$127,811",2016,2017
Wayne Selden,"$115,087","$123,098",2016,2017
Egidijus Mockevicius,"$100,000","$106,961",2016,2017
Stefan Jankovic,"$100,000","$106,961",2016,2017
JP Tokoto,"$100,000","$106,961",2016,2017
Isaiah Cousins,"$100,000","$106,961",2016,2017
Quinn Cook,"$95,904","$102,580",2016,2017
Marcus Georges-Hunt,"$88,936","$95,126",2016,2017
Jordan Farmar,"$82,976","$88,752",2016,2017
Prince Ibeh,"$77,250","$82,627",2016,2017
Keith Benson,"$75,000","$80,221",2016,2017
Kaleb Tarczewski,"$75,000","$80,221",2016,2017
Ryan Arcidiacono,"$75,000","$80,221",2016,2017
Henry Sims,"$75,000","$80,221",2016,2017
Quincy Ford,"$75,000","$80,221",2016,2017
Alex Poythress,"$73,743","$78,876",2016,2017
David Nwaba,"$73,528","$78,646",2016,2017
Gary Neal,"$72,193","$77,218",2016,2017
Kyle Collinsworth,"$70,000","$74,873",2016,2017
Thomas Walkup,"$69,500","$74,338",2016,2017
James Webb,"$65,000","$69,525",2016,2017
Zach Auguste,"$60,000","$64,177",2016,2017
Brady Heslip,"$56,500","$60,433",2016,2017
Matt Costello,"$50,000","$53,480",2016,2017
Damion Lee,"$50,000","$53,480",2016,2017
Nate Wolters,"$50,000","$53,480",2016,2017
DJ Kennedy,"$50,000","$53,480",2016,2017
Scott Wood,"$50,000","$53,480",2016,2017
Elgin Cook,"$50,000","$53,480",2016,2017
Julyan Stone,"$50,000","$53,480",2016,2017
Alex Caruso,"$50,000","$53,480",2016,2017
Anthony Barber,"$50,000","$53,480",2016,2017
Dionte Christmas,"$50,000","$53,480",2016,2017
EJ Singler,"$50,000","$53,480",2016,2017
Beau Beech,"$45,000","$48,132",2016,2017
Phil Pressey,"$35,000","$37,436",2016,2017
Nikola Jovanovic,"$30,000","$32,088",2016,2017
Jalen Jones,"$25,000","$26,740",2016,2017
Nick Zeisloft,"$25,000","$26,740",2016,2017
Tony Wroten,"$25,000","$26,740",2016,2017
Dahntay Jones,"$24,022","$25,694",2016,2017
Stephen Curry,"$34,682,550","$36,500,815",2017,2018
LeBron James,"$33,285,709","$35,030,744",2017,2018
Paul Millsap,"$30,769,231","$32,382,337",2017,2018
Gordon Hayward,"$29,727,900","$31,286,413",2017,2018
Blake Griffin,"$29,512,900","$31,060,141",2017,2018
Kyle Lowry,"$28,903,704","$30,419,008",2017,2018
Mike Conley,"$28,530,608","$30,026,352",2017,2018
James Harden,"$28,299,399","$29,783,022",2017,2018
